0;1;2;3;4;5
Data-Analysis;Data Science Foundations: Data Mining in Python;2021-03-26;36433;Learn the key concepts and skills behind one of the most important elements of data science: data mining.;['Data Mining', 'Python (Programming Language)']
Data-Analysis;Complete Your First Project in R;2024-03-07;3831;This course will provide a life-like application R programmers can utilize to enhance their learning along with providing them a project they can add to their coding portfolios.;['R (Programming Language)', 'RStudio']
Data-Analysis;Power BI Dataflows Essential Training;2020-03-12;45239;Boost efficiency and eliminate duplicate work by learning how to use Power BI dataflows. Discover how to scale the ETL process across many users of Power BI data and dashboards.;['Microsoft Power BI']
Data-Analysis;Hands-On Analytics Engineering Project;2024-06-14;1106;This course teaches analytics engineers how to pipeline data into the database from an external source for use in visualization.;['Data Pipelines', 'Data Engineering', 'Extract, Transform, Load (ETL)', 'Python (Programming Language)']
Data-Analysis;Economic Indicators;2018-04-04;134734;Learn how to find and interpret data about key economic indicators, such as unemployment, GDP, and home sales, in order to make better professional and financial decisions.;['Economic Indicators']
Data-Analysis;Excel: Mastering Pivot Table Dashboards and Reports;2023-07-05;27352;Discover an approachable, foolproof way of thinking about and using PivotTables in Microsoft Excel.;['Pivot Tables', 'Excel Dashboards', 'Microsoft Excel']
Data-Analysis;Google Cloud Professional Machine Learning Engineer Cert Prep: 3 Designing Data Preparation and Processing Systems;2023-06-09;1789;Learn about topics relating to designing data preparation and processing systems in preparation for the Google Professional Machine Learning Engineer certification exam.;['Data Processing', 'Google Cloud Platform (GCP)', 'Data Preparation', 'Machine Learning']
Data-Analysis;Designing Highly Scalable and Highly Available SQL Databases;2020-11-11;12915;Get a holistic overview of the essential elements of designing and implementing highly scalable and available relational databases.;['SQL', 'Database Design']
Data-Analysis;Oracle Database 12c: Basic SQL;2018-01-17;112464;Learn how to use SQL in an Oracle Database 12c environment. This beginner-level course shows how to query, select, filter, join, and manipulate Oracle data using SQL statements.;['Oracle Database', 'SQL']
Data-Analysis;Hiring a Chief Data Officer;2021-12-08;8239;Find out about the role of a Chief Data Officer and what a CDO can bring to your organization.;['Data Operations', 'Strategic Hiring']
Data-Analysis;Nano Tips for Navigating Advanced Data Analysis, Vision, and Voice in ChatGPT with Lachezar Arabadzhiev;2024-01-29;1483;Get quick, bite-sized tips on using AI for advanced data analysis. Each video is less than two minutes long, so you can make learning fit into even your busiest days.;['Artificial Intelligence for Business', 'ChatGPT', 'Data Analysis']
Data-Analysis;Advanced SQL for Data Science: Time Series;2019-04-26;51555;Learn how to model time series data and apply advanced analysis techniques using SQL.;['Time Series Analysis', 'Data Science', 'SQL']
Data-Analysis;Tableau for Data Scientists;2021-09-14;87707;Take your Tableau skills to the next level. Learn how to format and filter messy data, use Tableau for data analysis, and visualize data with maps and dashboards.;['Data Science', 'Tableau']
Data-Analysis;Excel Business Intelligence: Power Pivot, DAX and Data Modeling;2024-07-15;4349;Develop fundamental, in-demand business intelligence skills using Microsoft Excel's Power Query, Power Pivot, and Data Analysis Expressions (DAX).;['DAX', 'Data Modeling', 'PowerPivot']
Data-Analysis;The Data Science of Nonprofit Service Organizations, with Barton Poulson;2018-10-16;16993;Use data science to make a difference. Learn how data science can help nonprofits understand the communities they serve, fulfill their mission, and assess their impact.;['Nonprofit Organizations', 'Big Data']
Data-Analysis;Top 10 Skills for Quantitative Analysts;2023-04-28;6656;Review top skills that quantitative analysts need to have.;['Quantitative Analytics', 'Data Analysis']
